APP ID,Date Announced,CIA_Name,Grant Type,Sub Type,Grant Title,Admin Institution,State,Sector,Start Yr,End Yr,Total,Broad Research Area,FOR Category,Field of Research,Res KW1,Res KW2,Res KW3,Res KW4,Res KW5,Plain Description,
1108311,09-Nov-15,Dr Leszek Lisowski,Project Grants,Standard Project Grant,Directed evolution of AAV capsid variants for enhanced targeted genome editing in the human liver,University of Sydney,NSW,University,2016,2018,"$386,012",Clinical Medicine and Science,MEDICAL BIOTECHNOLOGY,Gene and Molecular Therapy,gene targeting,gene transfer,adeno-associated virus,recombination,molecular evolution,"Liver transplantation is often the only treatment option available for patients with severe liver disease, and is complicated by a shortage of donor organs and the need for life-long drug therapy to prevent rejection. Repair of a patient’s own liver by gene therapy is a promising alternative. This project focuses on developing the technology required to undertake precise correction of genetic spelling errors in diseased liver cells without the need to first remove them from the body.",.
1108318,09-Nov-15,Prof Michael Farrell,Project Grants,Standard Project Grant,A non-inferiority trial of cytisine versus varenicline for smoking cessation.,University of New South Wales,NSW,University,2016,2019,"$1,885,813",Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Public Health and Health Services not elsewhere classified,smoking cessation,randomised controlled trial (RCT),intervention,treatment efficacy,socioeconomic status,"Long-term quit rates via existing behavioural and pharmacological approaches to smoking cessation remain low and there is a need for further evidence-based treatments to complement standard treatment. We will conduct a large-scale trial to demonstrate the cost-effectiveness of cytisine compared to existing varenicline treatment. The findings will have direct health care system implications and cytisine, if effective, has the potential to save millions of lives globally.",.
1108328,09-Nov-15,Prof Diona Damian,Project Grants,Standard Project Grant,ONTRANS: Oral Nicotinamide for skin cancer chemoprevention after Transplant,University of Sydney,NSW,University,2016,2018,"$624,824",Clinical Medicine and Science,ONCOLOGY AND CARCINOGENESIS,Oncology and Carcinogenesis not elsewhere classified,skin cancer,transplant recipients,prevention,cancer biology,chemoprevention,"The skin’s immune system is a key defence against skin cancer. Transplant recipients, who are chronically and profoundly immune suppressed to prevent rejection, have a 50-80 fold increase in skin cancer risk. Nicotinamide (vitamin B3) reduced skin cancer in our recent Phase 3 trial in immune competent individuals. A pilot study in renal transplant patients showed similar results. This project will determine at the Phase 3 level whether nicotinamide reduces skin cancers after kidney transplant.",.
1108365,09-Nov-15,A/Pr Guiying Nie,Project Grants,Standard Project Grant,The pathogenic role of a placenta-specific protease in early-onset preeclampsia,Monash University,VIC,University,2016,2018,"$601,950",Basic Science,PAEDIATRICS AND REPRODUCTIVE MEDICINE,Obstetrics and Gynaecology,pregnancy complications,pre-eclampsia,placenta,placental insufficiency,protease,"Preeclampsia (PE) is a life-threatening disorder of pregnancy. If left untreated, PE will lead to maternal as well as fetal death. Unfortunately, the only current effective “cure” for PE is to deliver the baby prematurely. The causes of PE are intrinsically related to the placenta, the organ that connects the fetus to the mother. This project will investigate a unique enzyme that is produced only by the placenta, its contribution to PE and its potential as a target for PE treatment.",.
1108396,09-Nov-15,Dr Blake Dear,Project Grants,Standard Project Grant,Increasing access to effective psychological treatment for Australians with chronic physical disease.,Macquarie University,NSW,University,2016,2020,"$605,627",Public Health,PSYCHOLOGY,"Health, Clinical and Counselling Psychology",chronic diseases,mental health,treatment evaluation,internet service delivery,health economics,"Chronic physical diseases have a profound impact on Australian lives. The rates of anxiety and depression among Australians with chronic physical diseases are very high. However, less than 1 in 5 access any mental health treatment and, of those, less than 1 in 2 receive an effective psychological treatment. This project combines two significant innovations with the goal of increasing access to effective mental health treatment for Australians with chronic physical disease.",.
1108422,09-Nov-15,Prof Christopher Liddle,Project Grants,Standard Project Grant,How does dietary cholesterol induce non-alcoholic steatohepatitis?,University of Sydney,NSW,University,2016,2019,"$802,600",Clinical Medicine and Science,CLINICAL SCIENCES,Gastroenterology and Hepatology,fatty liver disease,liver disease,hepatitis,cirrhosis,bile acids,"Non-alcoholic fatty liver disease is the most common liver disease that can progress to non-alcoholic steatohepatitis (NASH), cirrhosis and liver cancer. Dietary cholesterol is a major risk factor for NASH. We can demonstrate that cholesterol changes the gut bacteria. These bacteria generate toxic chemicals (bile acids) that signal to the liver and induce NASH. In this project, we use novel ways to clarify the mechanisms of liver inflammation and test novel therapeutic approaches to reverse it.",.
1108439,09-Nov-15,Dr Lachlan Thompson,Project Grants,Standard Project Grant,Protecting and repairing the brain early in life.,University of Melbourne,VIC,University,2016,2018,"$468,167",Basic Science,NEUROSCIENCES,Central Nervous System,cerebral palsy,stem cells,ischaemia,neural transplantation,pluripotential,"This proposal seeks to determine the therapeutic potential of stem cells for the treatment of brain injury early in life, for example as occurs in cerebral palsy. The project will test the capacity of implanted stem cells to both protect the brain and also to functionally replace cells lost to the injury in order to improve motor and cognitive function.",.
1108546,09-Nov-15,Prof Iain McGregor,Project Grants,Standard Project Grant,Oxytocin as a novel antagonist of the intoxicating and addictive effects of alcohol,University of Sydney,NSW,University,2016,2019,"$739,106",Basic Science,PHARMACOLOGY AND PHARMACEUTICAL SCIENCES,Pharmacology and Pharmaceutical Sciences not elsewhere classified,alcohol abuse,oxytocin,gamma-aminobutyric acid (GABA) receptors,animal model,electrophysiology,"Alcohol is Australia’s most harmful recreational drug and more effective treatments for alcohol abuse are desperately needed. The CIs have shown that administering oxytocin reduces alcohol intoxication and consumption, and prevents alcohol from acting at specific sites in the brain that are central to alcohol’s intoxicating and addictive effects. This project probes the effects of oxytocin at these sites and the potential utility of targeting this interaction to treat alcohol-use disorders.",.
1108565,09-Nov-15,Dr Patrick Bertolino,Project Grants,Standard Project Grant,A unique network of phagocytic cells at the interface between the liver and peritoneal cavity,Centenary Institute of Cancer Medicine and Cell Biology,NSW,Research,2016,2018,"$787,521",Basic Science,IMMUNOLOGY,Immunology not elsewhere classified,macrophages,liver,mycobacterial infection,cell differentiation,innate immunity,"This project aims to characterise the nature and ontogeny of a novel population of cells with phagocytic capacity that forms a network underlying the capsule of mouse and human liver reminiscent of that formed by Langherans cells in the epidermis of the skin. In this project we will characterise this newly described liver capsular macrophage subset, define their ontogeny and assess their specific functions.",.
1108595,09-Nov-15,Prof Steven Chadban,Project Grants,Standard Project Grant,Targetting Monocytes With Microparticles To Prevent Kidney Allograft Rejection,University of Sydney,NSW,University,2016,2019,"$967,005",Clinical Medicine and Science,CLINICAL SCIENCES,Nephrology and Urology,kidney transplantation,allograft rejection,ischaemia/reperfusion,renal damage,monocytes,"Whilst transplantation is lifesaving for many Australians with organ failure, it is a treatment rather than cure as recipients are dependent upon lifelong immunosuppression to prevent transplant rejection. Risks of death due to infection and cancer therefore remain high. We will test a new strategy in mice which modifies recipients of monocytes at the time of transplantation, to enable them to accept and tolerate the organ without ongoing need for expensive and dangerous immunosuppressive drugs.",.
